Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student
Raksha Subramaniam,12,Female,India,Goa,Bikaner,Actor,Low,Middle,Intermediate,English Literature,75.25876520455178,2.3897345725329373,Material_4,Medium,112.23960202414213
Libni Sani,16,Male,India,Manipur,Dindigul,"Designer, ceramics/pottery",High,High,Advanced,Advanced Writing,77.04758803407587,3.6081161341988093,Material_6,Hard,70.312510455579
Osha Khosla,18,Female,India,Himachal Pradesh,Singrauli,"Conservation officer, nature",Medium,High,Advanced,Advanced Writing,88.30933722780199,3.7880630755119604,Material_28,Hard,102.38852357968983
Zilmil Cheema,14,Female,India,Karnataka,Etawah,"Designer, fashion/clothing",High,Middle,Intermediate,Algebra,64.60804986718387,1.2415334006458882,Material_22,Medium,105.61725031946479
Gautam Kale,7,Female,India,Sikkim,Sagar,Recycling officer,Medium,Elementary,Beginner,Math Basics,87.51037132149894,0.9381034155191879,Material_33,Basic,122.84348851545867
Raksha Jani,11,Male,India,Uttarakhand,Mau,Personnel officer,Medium,Middle,Intermediate,English Literature,67.06757339722824,0.7423124724242476,Material_9,Medium,125.08827551521492
Chanakya Kannan,6,Male,India,Haryana,Amroha,Chartered accountant,Low,Elementary,Beginner,Reading Comprehension,43.87675233731371,3.1703391224046618,Material_37,Basic,105.90386319535884
Maya Menon,9,Female,India,Nagaland,Bidhannagar,Clothing/textile technologist,Medium,Elementary,Beginner,Intro to Science,63.031632368809014,4.249598661658548,Material_29,Basic,68.7576687686105
Ayushman Vaidya,17,Female,India,Maharashtra,Bidhannagar,Accommodation manager,High,High,Advanced,Calculus,95.1734083783472,1.5250085843187737,Material_19,Hard,142.67106387732412
Kashvi Patla,7,Male,India,Punjab,Madurai,General practice doctor,Low,Elementary,Beginner,Intro to Science,60.08217469423561,2.285375447711589,Material_12,Basic,93.75550540978723
Urvashi Bera,17,Female,India,Gujarat,Sambhal,Medical physicist,Low,High,Advanced,Calculus,81.44539829852592,4.75192599706263,Material_47,Hard,109.33522377458344
Victor Mander,6,Male,India,Gujarat,Berhampore,Estate agent,High,Elementary,Beginner,Reading Comprehension,69.24560799164212,3.836952329463046,Material_18,Basic,75.0448384912606
Hredhaan Kadakia,17,Female,India,Chhattisgarh,Bhagalpur,Manufacturing engineer,High,High,Advanced,Advanced Writing,66.07053157578315,3.0611220807979005,Material_50,Hard,104.9884915955946
Bina Jain,15,Female,India,Jharkhand,Amritsar,Data processing manager,Low,High,Advanced,Calculus,56.34527545818091,3.156156854182604,Material_15,Hard,77.9649444288925
Pooja Sheth,10,Male,India,Jharkhand,Suryapet,Careers adviser,High,Elementary,Beginner,Math Basics,44.05863752178061,1.4359953023218504,Material_20,Basic,79.92368204185
Charvi Konda,6,Female,India,Meghalaya,Buxar,"Restaurant manager, fast food",High,Elementary,Beginner,Intro to Science,66.65000905341083,2.3798415618854865,Material_5,Basic,98.88646932192246
Matthew Sant,12,Male,India,Karnataka,Bihar Sharif,"Secretary, company",Low,Middle,Intermediate,Earth Science,69.81241845264486,1.3370309162670402,Material_50,Medium,95.25566383755931
Rachit Gokhale,14,Female,India,Kerala,Anantapuram,Fast food restaurant manager,High,Middle,Intermediate,Algebra,74.60531271124772,1.3923337434303722,Material_18,Medium,102.9010428776007
Jagat Chanda,13,Male,India,Uttar Pradesh,Maheshtala,Geoscientist,Medium,Middle,Intermediate,Algebra,68.169902210176,4.828586148416554,Material_42,Medium,165.2346044071238
Ijaya Sridhar,15,Male,India,Sikkim,Kolhapur,Maintenance engineer,High,High,Advanced,Calculus,79.99210027262323,3.742516096455932,Material_11,Hard,133.95087934451163
Bahadurjit Anne,17,Female,India,Chhattisgarh,Agartala,"Engineer, structural",Medium,High,Advanced,Calculus,37.05519129249756,3.2089491544316804,Material_6,Hard,98.61707281697494
Neha Parekh,15,Female,India,Jharkhand,Tadepalligudem,Visual merchandiser,Low,High,Advanced,Physics,58.77265366191807,3.066892329581827,Material_45,Hard,85.74131265278122
Ishita Rajan,18,Female,India,Goa,Khandwa,Field seismologist,High,High,Advanced,Calculus,43.19694887736643,3.0008047732636753,Material_39,Hard,77.85049823080662
Yadavi Handa,6,Male,India,Karnataka,Jehanabad,Environmental education officer,High,Elementary,Beginner,Math Basics,79.4561809026123,1.7354544494100925,Material_16,Basic,95.81479481927249
Karan Swamy,12,Female,India,Manipur,Dehradun,Occupational psychologist,High,Middle,Intermediate,Algebra,59.538931646440176,1.3243332413699886,Material_23,Medium,110.57801279207874
Jagat Sundaram,11,Female,India,West Bengal,Katihar,Call centre manager,Medium,Middle,Intermediate,English Literature,61.43858728912924,0.7061278766067818,Material_21,Medium,91.08020290477387
Max Char,13,Female,India,Tripura,Kumbakonam,"Engineer, structural",High,Middle,Intermediate,Algebra,100.0,1.0560436943854488,Material_15,Medium,85.36415553981752
Hemal Chowdhury,12,Female,India,Chhattisgarh,Sagar,Solicitor,Medium,Middle,Intermediate,Earth Science,90.38534106642551,4.876667898727445,Material_13,Medium,118.57936940277487
Jhalak Kanda,16,Male,India,Himachal Pradesh,Bareilly,Banker,Medium,High,Advanced,Physics,77.15816145249642,1.1398724847169879,Material_41,Hard,119.59467046332051
Kevin Lala,5,Male,India,Nagaland,Imphal,Travel agency manager,High,Elementary,Beginner,Math Basics,83.976011059869,4.853552447489071,Material_45,Basic,116.58160301022781
Ansh Nadkarni,18,Male,India,Tamil Nadu,Bahraich,"Production assistant, television",Low,High,Advanced,Physics,87.08918448602968,4.694364745076838,Material_36,Hard,111.33176060840515
Sachi Shroff,8,Male,India,Mizoram,Phagwara,Radio broadcast assistant,Medium,Elementary,Beginner,Math Basics,87.4791102395181,4.47781433546631,Material_3,Basic,90.94054264510254
Naveen Bath,18,Female,India,Himachal Pradesh,Haldia,"Pharmacist, community",High,High,Advanced,Physics,54.255785134565464,2.6998594916432603,Material_36,Hard,90.67258443978702
Maanas Bains,17,Male,India,Kerala,Haldia,"Pharmacist, community",Low,High,Advanced,Advanced Writing,50.887452895702395,0.6553609831647972,Material_46,Hard,110.70070313942476
Qushi Sule,11,Female,India,Odisha,Sultan Pur Majra,Advertising account planner,High,Middle,Intermediate,Earth Science,70.67628854259107,0.7976254537401672,Material_24,Medium,89.77879186878141
Ishwar Tripathi,13,Female,India,Uttar Pradesh,Erode,Computer games developer,Medium,Middle,Intermediate,Earth Science,53.69800552486996,3.9353020749297514,Material_22,Medium,115.39357317678122
Laksh Mahal,16,Male,India,Gujarat,Danapur,"Clinical scientist, histocompatibility and immunogenetics",Low,High,Advanced,Physics,54.46524015233905,4.012407077464706,Material_9,Hard,111.33109682492491
Manya Varkey,15,Female,India,Punjab,Siwan,Food technologist,Low,High,Advanced,Calculus,65.99040792982647,4.480437826418083,Material_20,Hard,86.62367302363262
Quincy Agrawal,8,Male,India,Arunachal Pradesh,Guntur,Police officer,Medium,Elementary,Beginner,Math Basics,57.40415393313404,1.338587686112457,Material_28,Basic,87.52487109493354
Jasmit Modi,6,Male,India,Sikkim,Ludhiana,Environmental consultant,High,Elementary,Beginner,Reading Comprehension,67.33752332012851,1.507106180869998,Material_30,Basic,100.9096252921994
Yatan Khalsa,6,Male,India,Jharkhand,Nagercoil,Fisheries officer,High,Elementary,Beginner,Reading Comprehension,57.40278872135376,3.5855723417913037,Material_17,Basic,74.64480845728474
Chameli Nagarajan,6,Male,India,Bihar,Jammu,Human resources officer,Medium,Elementary,Beginner,Intro to Science,93.77446306334032,3.0301631815417913,Material_18,Basic,105.66986888417014
Yasti Bhatt,5,Male,India,Madhya Pradesh,Ahmedabad,Quantity surveyor,Medium,Elementary,Beginner,Intro to Science,34.40914033728765,3.021235218073095,Material_45,Basic,91.11098559916321
Rachana Kashyap,11,Male,India,Himachal Pradesh,Muzaffarnagar,Artist,Medium,Middle,Intermediate,English Literature,57.46089904679804,1.0969545025662002,Material_47,Medium,98.52682977784491
Om Khurana,8,Male,India,Himachal Pradesh,Durgapur,Research scientist (physical sciences),High,Elementary,Beginner,Intro to Science,81.5273926452828,3.3251958167597078,Material_22,Basic,117.63677063154572
Wriddhish Suresh,14,Female,India,Manipur,Pudukkottai,Exhibition designer,High,Middle,Intermediate,English Literature,56.627336668149724,1.6663097699633442,Material_2,Medium,65.87397470425685
Ojas Rao,13,Female,India,Rajasthan,Bardhaman,Illustrator,High,Middle,Intermediate,English Literature,58.38178644693878,4.472672591053886,Material_20,Medium,87.07188555444552
Ansh Arya,11,Female,India,Telangana,Bokaro,Hydrographic surveyor,Medium,Middle,Intermediate,Algebra,100.0,3.673365553528109,Material_32,Medium,124.0577571976581
Fiyaz Ranganathan,18,Female,India,Odisha,Bhopal,Editorial assistant,Medium,High,Advanced,Advanced Writing,95.37580231025666,3.8723252833995057,Material_27,Hard,93.84955552678748
Veda Nadig,6,Male,India,Arunachal Pradesh,Berhampore,Sports development officer,Medium,Elementary,Beginner,Intro to Science,68.53830102702507,3.8916649467675173,Material_31,Basic,75.71174546143608
Falguni Hayre,15,Female,India,Maharashtra,Amaravati,"Nurse, adult",Medium,High,Advanced,Physics,79.86054326797408,3.74662825718963,Material_3,Hard,98.93938835871575
Rachana Dugal,10,Female,India,Jharkhand,Barasat,Structural engineer,Low,Elementary,Beginner,Math Basics,72.25638782161306,1.74902986185604,Material_8,Basic,88.58501320686601
Veer Bansal,10,Female,India,Nagaland,New Delhi,Water engineer,High,Elementary,Beginner,Reading Comprehension,78.58354316281836,0.6304259013589051,Material_3,Basic,99.38312893569959
Zehaan Ghose,9,Male,India,Sikkim,Pali,"Restaurant manager, fast food",High,Elementary,Beginner,Math Basics,53.94630905160722,1.6146112334577534,Material_19,Basic,85.0332772123535
Om Manne,5,Female,India,Andhra Pradesh,Akola,IT sales professional,Medium,Elementary,Beginner,Reading Comprehension,61.53475918555548,1.5672522587408113,Material_49,Basic,100.19269614496044
Imaran Modi,13,Female,India,Chhattisgarh,Durg,Herpetologist,Low,Middle,Intermediate,English Literature,60.81330548550122,4.901197871284239,Material_32,Medium,87.2113789731749
Jagdish Solanki,17,Male,India,Maharashtra,Narasaraopet,Information officer,Low,High,Advanced,Physics,81.93806347078782,4.701741369125004,Material_2,Hard,99.96793059302593
Darsh Pillay,10,Female,India,Punjab,Adoni,Retail buyer,Medium,Elementary,Beginner,Math Basics,57.9491277726033,2.567787838189435,Material_14,Basic,107.20418182561372
Kabir Dora,16,Female,India,Odisha,Mehsana,Estate manager/land agent,Low,High,Advanced,Physics,59.88989478499365,4.870953277440018,Material_21,Hard,100.19493524288931
Tripti Kanda,11,Female,India,Haryana,Proddatur,Retail banker,Medium,Middle,Intermediate,Earth Science,93.67309218805465,0.5271012658942396,Material_15,Medium,103.83649170086454
Oviya Boase,5,Female,India,Madhya Pradesh,Jabalpur,Fashion designer,High,Elementary,Beginner,Intro to Science,99.5084568583317,2.54623846367742,Material_30,Basic,145.16885341563182
Deepa Banik,12,Male,India,Kerala,Nellore,"Lighting technician, broadcasting/film/video",Medium,Middle,Intermediate,English Literature,61.81730873543897,3.9385842634601826,Material_7,Medium,93.72311524997134
Gabriel Padmanabhan,12,Female,India,Tripura,Madurai,Call centre manager,Low,Middle,Intermediate,English Literature,65.71396211314408,3.359159211995555,Material_11,Medium,80.22688949133354
Shivansh Narasimhan,10,Male,India,Uttar Pradesh,Bihar Sharif,Video editor,Medium,Elementary,Beginner,Intro to Science,64.85173804993387,1.0981195997658253,Material_7,Basic,111.43173541225241
Oviya Chad,13,Male,India,Tamil Nadu,Jodhpur,Mudlogger,Low,Middle,Intermediate,Algebra,62.394823343819276,3.278205446168506,Material_5,Medium,98.42532603899605
Jyoti Singhal,17,Male,India,West Bengal,Kollam,"Surveyor, rural practice",Medium,High,Advanced,Calculus,65.17106429344922,4.678648267711736,Material_10,Hard,82.46509228996158
Varsha Narang,10,Female,India,Telangana,Gurgaon,"Engineer, aeronautical",Medium,Elementary,Beginner,Reading Comprehension,73.78541314973953,4.443977052081599,Material_45,Basic,121.21448467732793
Krishna Tripathi,14,Female,India,Tamil Nadu,Howrah,Firefighter,Medium,Middle,Intermediate,Earth Science,91.18362533648906,2.6402686899845054,Material_12,Medium,80.69858460420116
Ranbir Nigam,17,Female,India,Punjab,Surendranagar Dudhrej,Licensed conveyancer,Low,High,Advanced,Physics,54.84803378001021,4.988287513745091,Material_11,Hard,88.86788217795436
Gavin Kalla,7,Male,India,Jharkhand,Moradabad,Press sub,Low,Elementary,Beginner,Intro to Science,79.44792140353226,2.105770720163733,Material_27,Basic,97.69511733485449
Pahal Behl,18,Male,India,Manipur,Patna,Animal technologist,High,High,Advanced,Physics,10.016845858288661,4.248988890032844,Material_7,Hard,96.52254156042676
Chaaya Hari,15,Female,India,Rajasthan,Chinsurah,Theatre manager,High,High,Advanced,Physics,75.53043265241206,0.9305888302270926,Material_36,Hard,121.20751049942352
Gopal Batra,7,Female,India,Bihar,Sambhal,"Civil engineer, contracting",Low,Elementary,Beginner,Reading Comprehension,85.43085709643695,2.199259595019177,Material_33,Basic,136.25447145536182
Bahadurjit Deshmukh,9,Male,India,Punjab,Ongole,Actor,Low,Elementary,Beginner,Reading Comprehension,32.25100527728477,1.1866046610694616,Material_5,Basic,93.7556271383884
Liam Krish,11,Male,India,Karnataka,Ambattur,Training and development officer,High,Middle,Intermediate,Algebra,60.69011107850849,3.1762086794428948,Material_37,Medium,101.91095794525555
Siddharth Edwin,17,Female,India,Karnataka,Moradabad,Health and safety adviser,High,High,Advanced,Calculus,87.62545203102522,3.302331541490574,Material_49,Hard,92.99757761707205
Ekansh Prashad,18,Male,India,Gujarat,Kota,Clothing/textile technologist,High,High,Advanced,Calculus,73.30346532088467,3.281917624695839,Material_39,Hard,115.0503639779045
Reva Dugar,8,Male,India,Mizoram,Bhusawal,Training and development officer,Medium,Elementary,Beginner,Intro to Science,65.67052670134971,2.5927963227857753,Material_39,Basic,92.4767499138137
Anita Koshy,6,Male,India,Kerala,Vellore,Animal nutritionist,Low,Elementary,Beginner,Math Basics,88.21531338560817,1.4634304278388235,Material_36,Basic,104.71058297558028
Ekantika Mody,15,Male,India,Nagaland,Delhi,Immunologist,Low,High,Advanced,Physics,58.15071570745058,4.919344385111434,Material_50,Hard,76.03716816379165
Ekavir Modi,16,Female,India,Odisha,Ranchi,"Loss adjuster, chartered",Medium,High,Advanced,Physics,63.732896880179595,0.9674201628552335,Material_9,Hard,111.1545927876233
Gaurang Mangal,13,Female,India,Jharkhand,Loni,Warehouse manager,High,Middle,Intermediate,Earth Science,62.43993263762728,3.2687223745526275,Material_10,Medium,126.91478768511577
Lakshmi Raman,6,Male,India,Jharkhand,Hazaribagh,"Designer, ceramics/pottery",Low,Elementary,Beginner,Reading Comprehension,60.27442702411119,4.126685236943581,Material_33,Basic,99.23429641125765
Nandini Taneja,11,Male,India,Nagaland,Karimnagar,Town planner,Low,Middle,Intermediate,Algebra,67.7884716989602,4.508096784755904,Material_42,Medium,120.9778363378426
Girik Viswanathan,14,Female,India,Odisha,Gurgaon,Aid worker,Low,Middle,Intermediate,Algebra,53.963237006714046,1.8389095425279602,Material_39,Medium,107.34191226844072
Jagdish Amble,17,Female,India,Sikkim,Gaya,"Engineer, electronics",High,High,Advanced,Calculus,57.42859540547952,3.2001871163275672,Material_40,Hard,95.47909991554609
Madhavi Dhingra,12,Male,India,Karnataka,Ratlam,Sport and exercise psychologist,High,Middle,Intermediate,Earth Science,63.21319391787774,0.6468313356478255,Material_6,Medium,117.9254361992702
Vritti Chaudhary,14,Male,India,Madhya Pradesh,Moradabad,"Restaurant manager, fast food",High,Middle,Intermediate,Algebra,80.21337333988573,0.9883585279396373,Material_31,Medium,131.128049986921
Advik Pau,18,Male,India,Haryana,Panipat,"Engineer, production",High,High,Advanced,Advanced Writing,74.5326305813449,2.56708624392567,Material_37,Hard,109.40366752366799
Andrew Wason,7,Male,India,Andhra Pradesh,Bilaspur,Forensic psychologist,High,Elementary,Beginner,Intro to Science,63.61056514586154,2.353419937896997,Material_50,Basic,93.54168795044625
Karan Kar,18,Male,India,Uttar Pradesh,Muzaffarpur,Art gallery manager,Medium,High,Advanced,Physics,80.76663346949587,4.492695204661546,Material_27,Hard,106.44754906813492
Teerth Karpe,10,Male,India,Tamil Nadu,Sasaram,Adult guidance worker,Medium,Elementary,Beginner,Reading Comprehension,89.74681274419414,3.3299937692744024,Material_24,Basic,83.45299725827066
Abeer Patil,9,Male,India,Bihar,Pimpri-Chinchwad,"Lecturer, further education",High,Elementary,Beginner,Math Basics,55.84302504070282,2.7222533912431888,Material_14,Basic,96.0276224790639
Yauvani Gandhi,6,Female,India,West Bengal,Nadiad,Pathologist,Medium,Elementary,Beginner,Intro to Science,68.09645223844407,4.303131350973175,Material_6,Basic,126.3574798587913
Reyansh Suresh,14,Female,India,Bihar,Baranagar,Industrial buyer,Medium,Middle,Intermediate,English Literature,54.9853809949602,2.3724678200630493,Material_20,Medium,89.15369452798129
Omisha Lanka,18,Female,India,Himachal Pradesh,Saharanpur,Civil Service administrator,High,High,Advanced,Advanced Writing,73.1335046437251,0.579891723726915,Material_10,Hard,80.18300979875067
Lakshmi Saini,9,Male,India,Kerala,Bhalswa Jahangir Pur,"Accountant, chartered certified",High,Elementary,Beginner,Intro to Science,85.19193732640149,4.062362964769901,Material_43,Basic,89.99709609874358
Thomas Mammen,18,Male,India,Arunachal Pradesh,Guntakal,Sales executive,Low,High,Advanced,Calculus,93.17091417213808,2.537273448344915,Material_4,Hard,88.96689656590287
Anvi Ghosh,16,Male,India,Punjab,Raipur,Ergonomist,Medium,High,Advanced,Calculus,20.496379004521998,1.2417990440749196,Material_13,Hard,118.2653029847516
Chaaya Chaudhari,17,Male,India,Telangana,Tezpur,Architectural technologist,Medium,High,Advanced,Physics,41.638773783145005,2.5377499191969908,Material_6,Hard,82.50608014441731
Ronith Luthra,14,Male,India,Rajasthan,Indore,"Engineer, biomedical",Low,Middle,Intermediate,English Literature,81.5077420934594,3.653021639667596,Material_42,Medium,99.89233921282602
Rachana Sane,7,Male,India,Mizoram,Bally,Horticultural consultant,Low,Elementary,Beginner,Intro to Science,50.696690307553716,4.678070516268747,Material_33,Basic,92.04034436318123
Fiyaz Goda,6,Female,India,Kerala,Burhanpur,Control and instrumentation engineer,Low,Elementary,Beginner,Intro to Science,67.3228864532084,3.4631728330850917,Material_38,Basic,83.58850322986517
Vanya Andra,17,Male,India,Tripura,Karawal Nagar,"Therapist, speech and language",High,High,Advanced,Calculus,61.381485918286224,2.2665250358474385,Material_10,Hard,81.48122082019927
Eiravati Sarma,7,Male,India,Mizoram,Howrah,Accommodation manager,Low,Elementary,Beginner,Reading Comprehension,74.26528764344562,3.1599552531108275,Material_7,Basic,95.20009597577469
Warinder Sastry,12,Male,India,Mizoram,Muzaffarpur,"Designer, furniture",Low,Middle,Intermediate,Algebra,84.96325756540466,2.8043449182309805,Material_1,Medium,97.20371521435302
Warhi Garde,18,Male,India,Haryana,Dindigul,Ranger/warden,High,High,Advanced,Advanced Writing,73.75771124220527,3.9075154834357106,Material_37,Hard,94.39630094834251
Ekansh Pingle,16,Female,India,Telangana,Khandwa,"Research officer, trade union",Low,High,Advanced,Physics,55.04508139937133,2.180951539908123,Material_50,Hard,131.35899129432198
Henry Bhatti,5,Male,India,Jharkhand,Ulhasnagar,Arts administrator,Medium,Elementary,Beginner,Intro to Science,88.48918063066513,4.766718241573271,Material_24,Basic,118.9751049996725
Utkarsh Uppal,9,Male,India,Karnataka,Burhanpur,"Embryologist, clinical",High,Elementary,Beginner,Math Basics,74.07125675492645,2.350443344958802,Material_6,Basic,78.9404983250791
Aadi Iyengar,9,Female,India,Uttarakhand,Jamnagar,Air broker,High,Elementary,Beginner,Reading Comprehension,68.78329788024726,1.2999261421419996,Material_40,Basic,126.81908302127844
Nakul Sastry,17,Male,India,Sikkim,Lucknow,Clinical embryologist,Medium,High,Advanced,Physics,60.67252920694815,4.345098351521744,Material_28,Hard,93.04407709590114
Zinal Mohanty,13,Male,India,Sikkim,Kurnool,Travel agency manager,Medium,Middle,Intermediate,English Literature,72.84828085906344,8.152359531019268,Material_12,Medium,103.65238524360298
Charan Mishra,14,Female,India,Maharashtra,Tumkur,"Programmer, applications",Low,Middle,Intermediate,Algebra,55.46950608905087,3.817783921202479,Material_33,Medium,96.65459833878403
Charles Sundaram,17,Female,India,Nagaland,Erode,Commissioning editor,Medium,High,Advanced,Advanced Writing,74.08760551464269,4.930178071783438,Material_43,Hard,119.7240717579648
Jagdish Dara,11,Female,India,Maharashtra,Hazaribagh,Interpreter,High,Middle,Intermediate,English Literature,61.292357476529425,4.109387157458602,Material_23,Medium,106.8910021884781
Gauri Raj,16,Female,India,Bihar,Gwalior,Advertising account planner,Low,High,Advanced,Calculus,100.0,1.7658820348934239,Material_14,Hard,116.55865575760426
Yasti Chand,10,Male,India,Gujarat,Mathura,"Engineer, chemical",Medium,Elementary,Beginner,Reading Comprehension,78.06690352007118,4.414559504284275,Material_2,Basic,86.56997088097789
Zashil Ahuja,16,Female,India,Odisha,Muzaffarpur,Printmaker,High,High,Advanced,Advanced Writing,61.215044979129516,1.2769548025735908,Material_35,Hard,79.78323787181787
Veda Deol,9,Male,India,Rajasthan,Gorakhpur,Tourism officer,Low,Elementary,Beginner,Math Basics,95.38791938423981,1.4256046377649012,Material_15,Basic,111.06320185176432
Chandani Biswas,16,Female,India,Jharkhand,Bidar,Naval architect,Low,High,Advanced,Advanced Writing,66.00351912542679,0.5472675750092322,Material_12,Hard,101.72142925581521
Sai Gupta,13,Female,India,Odisha,Pondicherry,"Administrator, sports",Low,Middle,Intermediate,English Literature,83.93595952692432,1.476953854063622,Material_21,Medium,100.61981716511777
Charita Upadhyay,15,Female,India,Manipur,Bhatpara,"Scientist, research (life sciences)",High,High,Advanced,Calculus,64.42324946121289,1.0128377733646552,Material_11,Hard,89.33919978547691
Ati Bhatia,12,Male,India,Uttar Pradesh,Firozabad,Artist,Low,Middle,Intermediate,Earth Science,89.46642229147696,4.26127048031109,Material_26,Medium,96.92441549663272
Bina Memon,7,Female,India,Rajasthan,Gandhidham,Adult guidance worker,Medium,Elementary,Beginner,Intro to Science,74.07132011737745,3.9366838071152115,Material_48,Basic,90.7287395719169
Qasim Tella,11,Male,India,Tripura,Bettiah,Marine scientist,High,Middle,Intermediate,Earth Science,59.562530489376684,3.303127743496733,Material_21,Medium,106.86414675178848
Divya Prabhakar,14,Female,India,Punjab,Udupi,"Surveyor, building",Medium,Middle,Intermediate,Earth Science,62.350798165844445,0.7935981306894411,Material_41,Medium,86.38569411127692
Upasna Desai,10,Female,India,Arunachal Pradesh,Coimbatore,"Scientist, biomedical",Low,Elementary,Beginner,Intro to Science,62.566266726475426,3.133950805967525,Material_10,Basic,120.16105946047652
Eesha Zacharia,16,Female,India,Rajasthan,Ujjain,"Therapist, horticultural",Medium,High,Advanced,Advanced Writing,100.0,2.6180891779366386,Material_26,Hard,106.3915446733097
Aarini Nagarajan,6,Male,India,Karnataka,Bellary,"Surveyor, land/geomatics",Low,Elementary,Beginner,Reading Comprehension,79.7262261204119,2.882756326811181,Material_32,Basic,147.65961137033895
Ganga Tella,7,Female,India,Arunachal Pradesh,Lucknow,"Secretary, company",Medium,Elementary,Beginner,Reading Comprehension,71.87529327318492,2.4548205718170246,Material_29,Basic,98.4169736216495
George Hari,6,Male,India,Tripura,Berhampur,"Runner, broadcasting/film/video",Low,Elementary,Beginner,Intro to Science,69.33024523596092,3.7691065066235185,Material_18,Basic,116.07400578440877
Amaira Kar,12,Male,India,Goa,Anantapur,Chartered legal executive (England and Wales),High,Middle,Intermediate,Earth Science,79.59085720435678,3.4995730691795575,Material_32,Medium,115.90377262153307
Rajata Shankar,13,Male,India,Goa,Berhampur,Volunteer coordinator,High,Middle,Intermediate,Algebra,58.78100972596977,0.8176698616877232,Material_45,Medium,83.39198530366775
Luke Hans,12,Female,India,Mizoram,Bhimavaram,Occupational hygienist,High,Middle,Intermediate,English Literature,67.32139542110745,0.5454576895187098,Material_35,Medium,81.142179023914
Jeet Dar,6,Male,India,Arunachal Pradesh,Vijayawada,Network engineer,Medium,Elementary,Beginner,Math Basics,58.84055465128402,3.988371878402015,Material_11,Basic,78.66364521985696
Yochana Narain,11,Female,India,Sikkim,Guntakal,"Engineer, agricultural",High,Middle,Intermediate,English Literature,94.01855454148698,2.9784269791718976,Material_30,Medium,114.31481793756949
Upkaar Yohannan,17,Male,India,Chhattisgarh,Nellore,Biomedical engineer,Medium,High,Advanced,Calculus,67.97114054786294,4.220249494735329,Material_20,Hard,106.85162429196629
Champak Lall,9,Female,India,Chhattisgarh,Tenali,"Conservation officer, historic buildings",Medium,Elementary,Beginner,Math Basics,39.88597713021848,3.1702451456611613,Material_17,Basic,112.61028648393892
Yug Kale,15,Male,India,Telangana,Singrauli,"Scientist, physiological",Low,High,Advanced,Calculus,62.838268838395514,4.896559301225508,Material_41,Hard,103.09493946170628
Yochana Wali,13,Male,India,Karnataka,Madhyamgram,Adult nurse,High,Middle,Intermediate,Earth Science,95.88535969986224,4.90636838427296,Material_20,Medium,130.0908324876745
Mohammed Chaudhuri,15,Female,India,Assam,Ghaziabad,Health service manager,Medium,High,Advanced,Advanced Writing,77.058628496053,4.034757128335058,Material_31,Hard,106.87989654539595
Luke Bedi,16,Female,India,Madhya Pradesh,Guwahati,Arts administrator,High,High,Advanced,Physics,89.74980791040875,4.413832494828345,Material_3,Hard,117.99309675546117
Yauvani Sabharwal,7,Female,India,West Bengal,Pali,Quarry manager,Low,Elementary,Beginner,Reading Comprehension,66.01342185708438,1.9182840530345393,Material_31,Basic,90.08140584037426
Mekhala Chaudhuri,11,Male,India,Haryana,Sultan Pur Majra,Jewellery designer,Low,Middle,Intermediate,Earth Science,64.06553317922422,0.6246080025739329,Material_9,Medium,92.77967283149434
Fitan Sachdeva,14,Female,India,Kerala,Tadepalligudem,Art gallery manager,Low,Middle,Intermediate,Earth Science,92.4125128925124,1.220636388747523,Material_1,Medium,84.20337092455118
Upma Dhillon,5,Female,India,Kerala,Pallavaram,"Education officer, community",Low,Elementary,Beginner,Reading Comprehension,73.83801548110068,2.2296529241631857,Material_48,Basic,90.64273980957672
Anika Bedi,6,Male,India,Mizoram,Nangloi Jat,Dietitian,Low,Elementary,Beginner,Math Basics,42.96213753597692,3.664781664138777,Material_20,Basic,84.80074916719111
Ladli Kant,14,Male,India,Gujarat,Jalgaon,Pensions consultant,Low,Middle,Intermediate,Algebra,63.06911483956374,2.7799084473202056,Material_45,Medium,60.87753322898337
Siya Vala,9,Female,India,Goa,Tumkur,"Clinical scientist, histocompatibility and immunogenetics",Low,Elementary,Beginner,Reading Comprehension,75.62990539276097,4.557550374092809,Material_26,Basic,78.8352366886896
Raksha Arya,9,Male,India,Punjab,Ongole,Insurance broker,High,Elementary,Beginner,Reading Comprehension,59.84813179098119,1.7370831568225042,Material_50,Basic,104.14194282405273
Chaaya Khatri,17,Female,India,Uttarakhand,Howrah,Energy engineer,Low,High,Advanced,Advanced Writing,67.4538476612251,1.1103576966540998,Material_43,Hard,110.75635790156062
Meera Konda,5,Male,India,Bihar,Mysore,Writer,Medium,Elementary,Beginner,Intro to Science,58.38953899077024,4.139212949857837,Material_17,Basic,98.5472054786064
Finn Korpal,18,Female,India,Assam,Junagadh,"Teacher, music",High,High,Advanced,Physics,73.27343517711941,2.386112668783005,Material_32,Hard,95.01060307102593
Mugdha Gandhi,18,Female,India,Himachal Pradesh,Baranagar,Occupational psychologist,Medium,High,Advanced,Physics,55.63836953382904,3.884955735216791,Material_30,Hard,110.08048631728965
