Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student,Original IQ,Original Assessment Score
Om Manne,5,Female,India,Andhra Pradesh,Akola,IT sales professional,Medium,Elementary,Beginner,Reading Comprehension,-0.5487295860978633,-0.8253388463575991,Material_49,Basic,0.00857179602672044,100.19269614496044,61.53475918555548
Imaran Modi,13,Female,India,Chhattisgarh,Durg,Herpetologist,Low,Middle,Intermediate,English Literature,-0.5932532729346293,1.5673553191140739,Material_32,Medium,-0.7772506008503963,87.2113789731749,60.81330548550122
Jagdish Solanki,17,Male,India,Maharashtra,Narasaraopet,Information officer,Low,High,Advanced,Physics,0.7104369139320149,1.424210089873903,Material_2,Hard,-0.005034358296392107,99.96793059302593,81.93806347078782
Darsh Pillay,10,Female,India,Punjab,Adoni,Retail buyer,Medium,Elementary,Beginner,Math Basics,-0.7700127122781663,-0.10727804947879073,Material_14,Basic,0.43301119692325457,107.20418182561372,57.9491277726033
Kabir Dora,16,Female,India,Odisha,Mehsana,Estate manager/land agent,Low,High,Advanced,Physics,-0.6502405041984309,1.545649487154529,Material_21,Hard,0.008707339537292564,100.19493524288931,59.88989478499365
Tripti Kanda,11,Female,India,Haryana,Proddatur,Retail banker,Medium,Middle,Intermediate,Earth Science,1.4346507388645728,-1.571830691464488,Material_15,Medium,0.2291485001915493,103.83649170086454,93.67309218805464
Oviya Boase,5,Female,India,Madhya Pradesh,Jabalpur,Fashion designer,High,Elementary,Beginner,Intro to Science,1.794773570223263,-0.1227435275209256,Material_30,Basic,2.7311978008499125,145.16885341563182,99.5084568583317
Deepa Banik,12,Male,India,Kerala,Nellore,"Lighting technician, broadcasting/film/video",Medium,Middle,Intermediate,English Literature,-0.5312923650067031,0.8765102272269445,Material_7,Medium,-0.3830634670527852,93.72311524997134,61.81730873543897
Gabriel Padmanabhan,12,Female,India,Tripura,Madurai,Call centre manager,Low,Middle,Intermediate,English Literature,-0.2908148753392167,0.4606705282374095,Material_11,Medium,-1.200055790258511,80.22688949133354,65.71396211314408
Shivansh Narasimhan,10,Male,India,Uttar Pradesh,Bihar Sharif,Video editor,Medium,Elementary,Beginner,Intro to Science,-0.34402604352729,-1.1620242954958429,Material_7,Basic,0.6889256198139722,111.4317354122524,64.85173804993387
Oviya Chad,13,Male,India,Tamil Nadu,Jodhpur,Mudlogger,Low,Middle,Intermediate,Algebra,-0.49565171396388685,0.4025719190583682,Material_5,Medium,-0.09841573031278747,98.42532603899603,62.39482334381928
Jyoti Singhal,17,Male,India,West Bengal,Kollam,"Surveyor, rural practice",Medium,High,Advanced,Calculus,-0.3243191910099782,1.4076367154294358,Material_10,Hard,-1.0645664662831509,82.46509228996158,65.17106429344922
Varsha Narang,10,Female,India,Telangana,Gurgaon,"Engineer, aeronautical",Medium,Elementary,Beginner,Reading Comprehension,0.20730545898665487,1.2392187165485196,Material_45,Basic,1.281123112086793,121.21448467732792,73.78541314973953
Krishna Tripathi,14,Female,India,Tamil Nadu,Howrah,Firefighter,Medium,Middle,Intermediate,Earth Science,1.2810161501428305,-0.055260250944225285,Material_12,Medium,-1.1715017861244394,80.69858460420116,91.18362533648906
Ranbir Nigam,17,Female,India,Punjab,Surendranagar Dudhrej,Licensed conveyancer,Low,High,Advanced,Physics,-0.9613931678322873,1.6298575022945978,Material_11,Hard,-0.6769743883837865,88.86788217795436,54.84803378001021
Gavin Kalla,7,Male,India,Jharkhand,Moradabad,Press sub,Low,Elementary,Beginner,Intro to Science,0.5567606550491442,-0.43885684263276414,Material_27,Basic,-0.1426188220727061,97.69511733485449,79.44792140353226
Pahal Behl,18,Male,India,Manipur,Patna,Animal technologist,High,High,Advanced,Physics,-3.728098462152366,1.0992803096606585,Material_7,Hard,-0.2136005486099445,96.52254156042676,10.01684585828866
Chaaya Hari,15,Female,India,Rajasthan,Chinsurah,Theatre manager,High,High,Advanced,Physics,0.31499733423131365,-1.2822571791110322,Material_36,Hard,1.2807009311074242,121.20751049942352,75.53043265241206
Gopal Batra,7,Female,India,Bihar,Sambhal,"Civil engineer, contracting",Low,Elementary,Beginner,Reading Comprehension,0.9259906626509665,-0.3717620812300782,Material_33,Basic,2.191566813793923,136.25447145536182,85.43085709643695
Bahadurjit Deshmukh,9,Male,India,Punjab,Ongole,Actor,Low,Elementary,Beginner,Reading Comprehension,-2.3559428394482924,-1.0985206531100582,Material_5,Basic,-0.3810953639901448,93.7556271383884,32.25100527728477
Liam Krish,11,Male,India,Karnataka,Ambattur,Training and development officer,High,Middle,Intermediate,Algebra,-0.6008560743293313,0.32937124424137126,Material_37,Medium,0.1125865572795327,101.91095794525556,60.69011107850849
Siddharth Edwin,17,Female,India,Karnataka,Moradabad,Health and safety adviser,High,High,Advanced,Calculus,1.0614275695429984,0.4198866488774568,Material_49,Hard,-0.42698379610449877,92.99757761707204,87.62545203102522
Ekansh Prashad,18,Male,India,Gujarat,Kota,Clothing/textile technologist,High,High,Advanced,Calculus,0.17756260202718674,0.4052360620696164,Material_39,Hard,0.9079788433997272,115.0503639779045,73.30346532088467
Reva Dugar,8,Male,India,Mizoram,Bhusawal,Training and development officer,Medium,Elementary,Beginner,Intro to Science,-0.2934954419122521,-0.0893300496806465,Material_39,Basic,-0.4585120353978133,92.4767499138137,65.67052670134971
Anita Koshy,6,Male,India,Kerala,Vellore,Animal nutritionist,Low,Elementary,Beginner,Math Basics,1.097830185853077,-0.8998493267065153,Material_36,Basic,0.2820615052045851,104.71058297558028,88.21531338560817
Ekantika Mody,15,Male,India,Nagaland,Delhi,Immunologist,Low,High,Advanced,Physics,-0.757571944311302,1.5803786442680965,Material_50,Hard,-1.4536800421188703,76.03716816379165,58.15071570745058
Ekavir Modi,16,Female,India,Odisha,Ranchi,"Loss adjuster, chartered",Medium,High,Advanced,Physics,-0.4130740418374703,-1.2558242000143311,Material_9,Hard,0.6721488260047741,111.1545927876233,63.7328968801796
Gaurang Mangal,13,Female,India,Jharkhand,Loni,Warehouse manager,High,Middle,Intermediate,Earth Science,-0.49286784568407366,0.39576614213126576,Material_10,Medium,1.6261902353400144,126.91478768511575,62.43993263762728
Lakshmi Raman,6,Male,India,Jharkhand,Hazaribagh,"Designer, ceramics/pottery",Low,Elementary,Beginner,Reading Comprehension,-0.6265095385220167,1.011505861252875,Material_33,Basic,-0.0494448109121829,99.23429641125765,60.27442702411119
Nandini Taneja,11,Male,India,Nagaland,Karimnagar,Town planner,Low,Middle,Intermediate,Algebra,-0.16278889788314574,1.285235937010725,Material_42,Medium,1.2667976347187857,120.9778363378426,67.7884716989602
Girik Viswanathan,14,Female,India,Odisha,Gurgaon,Aid worker,Low,Middle,Intermediate,Algebra,-1.0159973849088046,-0.6303768183389353,Material_39,Medium,0.441348691899535,107.34191226844072,53.963237006714046
Jagdish Amble,17,Female,India,Sikkim,Gaya,"Engineer, electronics",High,High,Advanced,Calculus,-0.8021367697200735,0.34658000308111653,Material_40,Hard,-0.27676515691053266,95.47909991554609,57.42859540547952
Madhavi Dhingra,12,Male,India,Karnataka,Ratlam,Sport and exercise psychologist,High,Middle,Intermediate,Earth Science,-0.445146913512988,-1.4859032431422667,Material_6,Medium,1.0820209775137382,117.9254361992702,63.21319391787774
Vritti Chaudhary,14,Male,India,Madhya Pradesh,Moradabad,"Restaurant manager, fast food",High,Middle,Intermediate,Algebra,0.6039996425271138,-1.2407972290333171,Material_31,Medium,1.8812395371067632,131.128049986921,80.21337333988573
Advik Pau,18,Male,India,Haryana,Panipat,"Engineer, production",High,High,Advanced,Advanced Writing,0.25341912493814733,-0.10778156714120321,Material_37,Hard,0.5661567861011072,109.403667523668,74.5326305813449
Andrew Wason,7,Male,India,Andhra Pradesh,Bilaspur,Forensic psychologist,High,Elementary,Beginner,Intro to Science,-0.42062360437844293,-0.26112483761005567,Material_50,Basic,-0.39404614573516306,93.54168795044625,63.61056514586154
Karan Kar,18,Male,India,Uttar Pradesh,Muzaffarpur,Art gallery manager,Medium,High,Advanced,Physics,0.6381434562578877,1.2741825860825728,Material_27,Hard,0.3872085284290259,106.44754906813492,80.76663346949587
Teerth Karpe,10,Male,India,Tamil Nadu,Sasaram,Adult guidance worker,Medium,Elementary,Beginner,Reading Comprehension,1.1923449105363955,0.43973917759697045,Material_24,Basic,-1.0047637636906315,83.45299725827066,89.74681274419414
Abeer Patil,9,Male,India,Bihar,Pimpri-Chinchwad,"Lecturer, further education",High,Elementary,Beginner,Math Basics,-0.8999884244744465,0.003578236288905807,Material_14,Basic,-0.24356041274623494,96.0276224790639,55.84302504070282
Yauvani Gandhi,6,Female,India,West Bengal,Nadiad,Pathologist,Medium,Elementary,Beginner,Intro to Science,-0.1437822324647452,1.1381370774221993,Material_6,Basic,1.5924536764003312,126.3574798587913,68.09645223844407
Reyansh Suresh,14,Female,India,Bihar,Baranagar,Industrial buyer,Medium,Middle,Intermediate,English Literature,-0.9529169421425786,-0.2474546216497731,Material_20,Medium,-0.659672773841666,89.15369452798129,54.9853809949602
Omisha Lanka,18,Female,India,Himachal Pradesh,Saharanpur,Civil Service administrator,High,High,Advanced,Advanced Writing,0.1670736739589711,-1.5339442244586694,Material_10,Hard,-1.202712041911821,80.18300979875067,73.1335046437251
Lakshmi Saini,9,Male,India,Kerala,Bhalswa Jahangir Pur,"Accountant, chartered certified",High,Elementary,Beginner,Intro to Science,0.91124600333413,0.9653432829670114,Material_43,Basic,-0.6086175661847074,89.99709609874358,85.19193732640149
Thomas Mammen,18,Male,India,Arunachal Pradesh,Guntakal,Sales executive,Low,High,Advanced,Calculus,1.4036593991357786,-0.1291775076670757,Material_4,Hard,-0.6709805649039832,88.96689656590287,93.17091417213808
Anvi Ghosh,16,Male,India,Punjab,Raipur,Ergonomist,Medium,High,Advanced,Calculus,-3.081366105019387,-1.058908945682348,Material_13,Hard,1.1025947704849473,118.2653029847516,20.496379004522
Chaaya Chaudhari,17,Male,India,Telangana,Tezpur,Architectural technologist,Medium,High,Advanced,Physics,-1.7765874836998379,-0.12883555576975317,Material_6,Hard,-1.0620852716859444,82.50608014441731,41.638773783145005
Ronith Luthra,14,Male,India,Rajasthan,Indore,"Engineer, biomedical",Low,Middle,Intermediate,English Literature,0.6838801241589558,0.6715686645167924,Material_42,Medium,-0.009610272957891148,99.89233921282602,81.5077420934594
Rachana Sane,7,Male,India,Mizoram,Bally,Horticultural consultant,Low,Elementary,Beginner,Intro to Science,-1.2175885643013937,1.407222076839792,Material_33,Basic,-0.4849297903351821,92.04034436318123,50.69669030755372
Fiyaz Goda,6,Female,India,Kerala,Burhanpur,Control and instrumentation engineer,Low,Elementary,Beginner,Intro to Science,-0.19152195681140768,0.5353186518823105,Material_38,Basic,-0.9965609267997033,83.58850322986517,67.3228864532084
Vanya Andra,17,Male,India,Tripura,Karawal Nagar,"Therapist, speech and language",High,High,Advanced,Calculus,-0.5581886698226138,-0.32348726018856827,Material_10,Hard,-1.1241250015501296,81.48122082019927,61.381485918286224
Eiravati Sarma,7,Male,India,Mizoram,Howrah,Accommodation manager,Low,Elementary,Beginner,Reading Comprehension,0.23692036244770123,0.317706543351427,Material_7,Basic,-0.2936546251969903,95.20009597577469,74.26528764344562
Warinder Sastry,12,Male,India,Mizoram,Muzaffarpur,"Designer, furniture",Low,Middle,Intermediate,Algebra,0.897133294419111,0.062493389829309035,Material_1,Medium,-0.1723657874270579,97.20371521435302,84.96325756540466
Warhi Garde,18,Male,India,Haryana,Dindigul,Ranger/warden,High,High,Advanced,Advanced Writing,0.20559586756624457,0.8542128962767358,Material_37,Hard,-0.3423122557514233,94.39630094834251,73.75771124220527
Ekansh Pingle,16,Female,India,Telangana,Khandwa,"Research officer, trade union",Low,High,Advanced,Physics,-0.9492326002231606,-0.38490134075505117,Material_50,Hard,1.895219540007717,131.35899129432198,55.04508139937133
Henry Bhatti,5,Male,India,Jharkhand,Ulhasnagar,Arts administrator,Medium,Elementary,Beginner,Intro to Science,1.114731588469554,1.4708424593440694,Material_24,Basic,1.145562545888021,118.9751049996725,88.48918063066513
Utkarsh Uppal,9,Male,India,Karnataka,Burhanpur,"Embryologist, clinical",High,Elementary,Beginner,Math Basics,0.22494596891913934,-0.263261068186046,Material_6,Basic,-1.2779273171775751,78.9404983250791,74.07125675492645
Aadi Iyengar,9,Female,India,Uttarakhand,Jamnagar,Air broker,High,Elementary,Beginner,Reading Comprehension,-0.10139434221129906,-1.0171924977962052,Material_40,Basic,1.6203967655916276,126.81908302127844,68.78329788024726
Nakul Sastry,17,Male,India,Sikkim,Lucknow,Clinical embryologist,Medium,High,Advanced,Physics,-0.6019411193478791,1.16825580430758,Material_28,Hard,-0.4241689560213643,93.04407709590114,60.67252920694815
Zinal Mohanty,13,Male,India,Sikkim,Kurnool,Travel agency manager,Medium,Middle,Intermediate,English Literature,0.14947141553862045,3.9006373933584313,Material_12,Medium,0.2180036390336783,103.65238524360298,72.84828085906344
Charan Mishra,14,Female,India,Maharashtra,Tumkur,"Programmer, applications",Low,Middle,Intermediate,Algebra,-0.9230397177586834,0.7898146695611176,Material_33,Medium,-0.2056065081963772,96.65459833878404,55.46950608905087
Charles Sundaram,17,Female,India,Nagaland,Erode,Commissioning editor,Medium,High,Advanced,Advanced Writing,0.22595491385589764,1.588153725779062,Material_43,Hard,1.19090115408887,119.7240717579648,74.08760551464269
Jagdish Dara,11,Female,India,Maharashtra,Hazaribagh,Interpreter,High,Middle,Intermediate,English Literature,-0.5636891292820772,0.9990914374236868,Material_23,Medium,0.41405290710949705,106.8910021884781,61.29235747652943
Gauri Raj,16,Female,India,Bihar,Gwalior,Advertising account planner,Low,High,Advanced,Calculus,1.8251085908971518,-0.6827869388816009,Material_14,Hard,0.9992830959519889,116.55865575760426,100.0
Yasti Chand,10,Male,India,Gujarat,Mathura,"Engineer, chemical",Medium,Elementary,Beginner,Reading Comprehension,0.4715327218434928,1.2181064360385077,Material_2,Basic,-0.8160781587720326,86.56997088097789,78.06690352007118
Zashil Ahuja,16,Female,India,Odisha,Muzaffarpur,Printmaker,High,High,Advanced,Advanced Writing,-0.568460381300804,-1.0336784866352582,Material_35,Hard,-1.2269121850613396,79.78323787181787,61.21504497912952
Veda Deol,9,Male,India,Rajasthan,Gorakhpur,Tourism officer,Low,Elementary,Beginner,Math Basics,1.5404793305765216,-0.9269960044668598,Material_15,Basic,0.6666164872352045,111.06320185176432,95.3879193842398
Chandani Biswas,16,Female,India,Jharkhand,Bidar,Naval architect,Low,High,Advanced,Advanced Writing,-0.27294519675097806,-1.5573578068508336,Material_12,Hard,0.10111346198095131,101.7214292558152,66.00351912542679
Sai Gupta,13,Female,India,Odisha,Pondicherry,"Administrator, sports",Low,Middle,Intermediate,English Literature,0.8337347753597696,-0.8901438825314448,Material_21,Medium,0.034427513083394576,100.61981716511777,83.93595952692432
Charita Upadhyay,15,Female,India,Manipur,Bhatpara,"Scientist, research (life sciences)",High,High,Advanced,Calculus,-0.3704697248555664,-1.2232290517111604,Material_11,Hard,-0.6484432364881415,89.33919978547691,64.42324946121289
Ati Bhatia,12,Male,India,Uttar Pradesh,Firozabad,Artist,Low,Middle,Intermediate,Earth Science,1.1750409356481109,1.108094517454245,Material_26,Medium,-0.1892731605943283,96.92441549663272,89.46642229147696
Bina Memon,7,Female,India,Rajasthan,Gandhidham,Adult guidance worker,Medium,Elementary,Beginner,Intro to Science,0.22494987926005988,0.8751463145130604,Material_48,Basic,-0.5643276208625043,90.7287395719169,74.07132011737745
Qasim Tella,11,Male,India,Tripura,Bettiah,Marine scientist,High,Middle,Intermediate,Earth Science,-0.6704434158731396,0.4204580642861264,Material_21,Medium,0.41242721663838805,106.86414675178848,59.56253048937669
Divya Prabhakar,14,Female,India,Punjab,Udupi,"Surveyor, building",Medium,Middle,Intermediate,Earth Science,-0.49836867727967155,-1.3805721744950046,Material_41,Medium,-0.8272333297719314,86.38569411127692,62.350798165844445
Upasna Desai,10,Female,India,Arunachal Pradesh,Coimbatore,"Scientist, biomedical",Low,Elementary,Beginner,Intro to Science,-0.48507128242816366,0.29904376471400695,Material_10,Basic,1.2173541495167877,120.16105946047652,62.56626672647543
Eesha Zacharia,16,Female,India,Rajasthan,Ujjain,"Therapist, horticultural",Medium,High,Advanced,Advanced Writing,1.8251085908971518,-0.07117796383980396,Material_26,Hard,0.38381830945549505,106.3915446733097,100.0
Aarini Nagarajan,6,Male,India,Karnataka,Bellary,"Surveyor, land/geomatics",Low,Elementary,Beginner,Reading Comprehension,0.5739359111447351,0.11876740915055763,Material_32,Basic,2.8819755193284977,147.65961137033895,79.7262261204119
Ganga Tella,7,Female,India,Arunachal Pradesh,Lucknow,"Secretary, company",Medium,Elementary,Beginner,Reading Comprehension,0.08942460371069907,-0.18835199325327973,Material_29,Basic,-0.09892134284286518,98.4169736216495,71.87529327318492
George Hari,6,Male,India,Tripura,Berhampur,"Runner, broadcasting/film/video",Low,Elementary,Beginner,Intro to Science,-0.06764011407419133,0.7548800367299389,Material_18,Basic,0.9699448709827476,116.07400578440875,69.33024523596092
Amaira Kar,12,Male,India,Goa,Anantapur,Chartered legal executive (England and Wales),High,Middle,Intermediate,Earth Science,0.5655817739001453,0.561442243160266,Material_32,Medium,0.9596398279498505,115.90377262153308,79.59085720435678
Rajata Shankar,13,Male,India,Goa,Berhampur,Volunteer coordinator,High,Middle,Intermediate,Algebra,-0.7186740725649593,-1.3632964606694111,Material_45,Medium,-1.0084571146633985,83.39198530366775,58.78100972596977
Luke Hans,12,Female,India,Mizoram,Bhimavaram,Occupational hygienist,High,Middle,Intermediate,English Literature,-0.19161397414574388,-1.558656718997766,Material_35,Medium,-1.1446488539044566,81.142179023914,67.32139542110745
Jeet Dar,6,Male,India,Arunachal Pradesh,Vijayawada,Network engineer,Medium,Elementary,Beginner,Math Basics,-0.7149993258595073,0.9122416246846227,Material_11,Basic,-1.2946865849660083,78.66364521985696,58.84055465128402
Yochana Narain,11,Female,India,Sikkim,Guntakal,"Engineer, agricultural",High,Middle,Intermediate,English Literature,1.4559705513999535,0.18742798083148626,Material_30,Medium,0.8634526566668577,114.31481793756949,94.01855454148698
Upkaar Yohannan,17,Male,India,Chhattisgarh,Nellore,Biomedical engineer,Medium,High,Advanced,Calculus,-0.151515699585366,1.0786547232117278,Material_20,Hard,0.4116691711132643,106.85162429196627,67.97114054786294
Champak Lall,9,Female,India,Chhattisgarh,Tenali,"Conservation officer, historic buildings",Medium,Elementary,Beginner,Math Basics,-1.884759316843895,0.32509135664168687,Material_17,Basic,0.7602690602167472,112.61028648393892,39.88597713021848
Yug Kale,15,Male,India,Telangana,Singrauli,"Scientist, physiological",Low,High,Advanced,Calculus,-0.4682849843619702,1.5640263267412229,Material_41,Hard,0.18425872897083811,103.09493946170628,62.83826883839552
Yochana Wali,13,Male,India,Karnataka,Madhyamgram,Adult nurse,High,Middle,Intermediate,Earth Science,1.5711782885707628,1.5710660743867637,Material_20,Medium,1.818451706676712,130.0908324876745,95.88535969986224
Mohammed Chaudhuri,15,Female,India,Assam,Ghaziabad,Health service manager,Medium,High,Advanced,Advanced Writing,0.4093081862823868,0.9455312249891902,Material_31,Hard,0.4133806284069451,106.87989654539597,77.058628496053
Luke Bedi,16,Female,India,Madhya Pradesh,Guwahati,Arts administrator,High,High,Advanced,Physics,1.1925297537807409,1.217584678491863,Material_3,Hard,1.0861168007446496,117.99309675546117,89.74980791040875
Yauvani Sabharwal,7,Female,India,West Bengal,Pali,Quarry manager,Low,Elementary,Beginner,Reading Comprehension,-0.27233406103552205,-0.5734116034710851,Material_31,Basic,-0.60351388661417,90.08140584037426,66.01342185708438
Mekhala Chaudhuri,11,Male,India,Haryana,Sultan Pur Majra,Jewellery designer,Low,Middle,Intermediate,Earth Science,-0.3925457745237267,-1.5018524053551052,Material_9,Medium,-0.4401746348019644,92.77967283149434,64.06553317922422
Fitan Sachdeva,14,Female,India,Kerala,Tadepalligudem,Art gallery manager,Low,Middle,Intermediate,Earth Science,1.3568555348432856,-1.0740968844829215,Material_1,Medium,-0.9593399884922534,84.20337092455118,92.4125128925124
Upma Dhillon,5,Female,India,Kerala,Pallavaram,"Education officer, community",Low,Elementary,Beginner,Reading Comprehension,0.21055175147670907,-0.34994950545243947,Material_48,Basic,-0.5695336056234273,90.64273980957672,73.83801548110068
Anika Bedi,6,Male,India,Mizoram,Nangloi Jat,Dietitian,Low,Elementary,Beginner,Math Basics,-1.6949176089763676,0.6800085568270129,Material_20,Basic,-0.9231777719574129,84.80074916719111,42.96213753597692
Ladli Kant,14,Male,India,Gujarat,Jalgaon,Pensions consultant,Low,Middle,Intermediate,Algebra,-0.4540385884217174,0.04495591076757828,Material_45,Medium,-2.3713666298978944,60.87753322898337,63.06911483956374
Siya Vala,9,Female,India,Goa,Tumkur,"Clinical scientist, histocompatibility and immunogenetics",Low,Elementary,Beginner,Reading Comprehension,0.3211361802026586,1.3207276121666898,Material_26,Basic,-1.2842993170534112,78.8352366886896,75.62990539276097
Raksha Arya,9,Male,India,Punjab,Ongole,Insurance broker,High,Elementary,Beginner,Reading Comprehension,-0.6528178594280688,-0.7034552147146466,Material_50,Basic,0.24763894538876235,104.14194282405272,59.84813179098119
Chaaya Khatri,17,Female,India,Uttarakhand,Howrah,Energy engineer,Low,High,Advanced,Advanced Writing,-0.18343983620815682,-1.153241301882845,Material_43,Hard,0.6480417274303681,110.75635790156062,67.4538476612251
Meera Konda,5,Male,India,Bihar,Mysore,Writer,Medium,Elementary,Beginner,Intro to Science,-0.7428332395613603,1.0204967054597716,Material_17,Basic,-0.09103777381598267,98.5472054786064,58.38953899077024
Finn Korpal,18,Female,India,Assam,Junagadh,"Teacher, music",High,High,Advanced,Physics,0.1757093261807022,-0.23766203541256833,Material_32,Hard,-0.30512555427378113,95.01060307102593,73.27343517711941
Mugdha Gandhi,18,Female,India,Himachal Pradesh,Baranagar,Occupational psychologist,Medium,High,Advanced,Physics,-0.9126185041272119,0.838022296845589,Material_30,Hard,0.6071279263649944,110.08048631728964,55.63836953382904
Yug Reddy,9,Female,India,Haryana,Bokaro,Regulatory affairs officer,High,Elementary,Beginner,Reading Comprehension,-0.34183527520151147,-1.4685227686917524,Material_22,Basic,-0.06021787472249063,99.05633182436212,64.8872368602725
Shravya Khanna,15,Male,India,Odisha,Guntur,General practice doctor,Medium,High,Advanced,Advanced Writing,0.24362135820569047,-0.8540592705998796,Material_36,Hard,-0.8920402892870696,85.31512180416485,74.37386935639705
Yashodhara Koshy,17,Male,India,Maharashtra,Bhilwara,Investment analyst,Medium,High,Advanced,Advanced Writing,-0.857139185014541,-0.4828736767596874,Material_27,Hard,-0.08195537593551838,98.69724127299862,56.53734630089398
Lopa Raman,7,Male,India,Mizoram,Warangal,Occupational psychologist,Low,Elementary,Beginner,Math Basics,1.2672004635971472,-0.9739936574916226,Material_50,Basic,-0.29369905938790275,95.19936194945042,90.95975847178588
Damini Mishra,5,Female,India,Uttarakhand,Visakhapatnam,Ambulance person,High,Elementary,Beginner,Math Basics,0.4773798620997224,-0.9113223601276287,Material_5,Basic,0.2158272606527404,103.61643277118549,78.16164951422164
Balveer Bora,16,Female,India,Punjab,Jaunpur,Ergonomist,High,High,Advanced,Calculus,-2.204469651629911,3.7720141132738068,Material_38,Hard,-0.8914541475973778,85.3248045151842,34.70544918286775
Avi Badami,8,Female,India,Telangana,Bokaro,"Therapist, drama",Low,Elementary,Beginner,Intro to Science,-1.4995051165215205,-1.1834584677551083,Material_3,Basic,-1.8153046030176008,70.06334616433014,46.12856591903612
Ekiya Krish,18,Male,India,Nagaland,Jodhpur,"Librarian, academic",High,High,Advanced,Calculus,-0.9674643885196516,-0.1680902103247675,Material_16,Hard,-0.23492583138249395,96.17026061176888,54.74965682742757
Nathan Chaudhuri,14,Male,India,Arunachal Pradesh,Jammu,Writer,Medium,Middle,Intermediate,Earth Science,-0.27162861529940713,1.454436092220635,Material_10,Medium,-0.2689468282263048,95.60825404096497,66.02485277111388
Gabriel Nadkarni,18,Female,India,Meghalaya,Ozhukarai,Learning disability nurse,Low,High,Advanced,Physics,-0.5806786876527645,-0.8991007146716257,Material_28,Hard,-0.4011098000132213,93.42500059597567,61.017061771711504
Pranit Barman,16,Female,India,Tamil Nadu,Gudivada,Paediatric nurse,Medium,High,Advanced,Physics,1.615374791850266,-0.0844197649714044,Material_20,Hard,1.5080396867872525,124.96301111208982,96.6015117772353
Ekanta Radhakrishnan,13,Female,India,Karnataka,Mirzapur,Veterinary surgeon,Low,Middle,Intermediate,Algebra,-0.9946862943541128,1.2641049474523594,Material_2,Medium,-0.2415367384869727,96.06105237049516,54.308558030762256
Fiyaz Seth,16,Male,India,Chhattisgarh,Sikar,"Engineer, agricultural",Medium,High,Advanced,Advanced Writing,0.86386007528541,-0.7347212454555114,Material_33,Hard,-0.3608656015240722,94.08981074517486,84.42410439184262
Laksh Nayak,13,Male,India,Karnataka,Parbhani,"Biochemist, clinical",High,Middle,Intermediate,Algebra,1.5931689211164322,0.45858509727958646,Material_46,Medium,0.638039187037868,110.59112190183008,96.24169189837878
Wazir Badami,5,Male,India,Haryana,Ahmedabad,"Psychotherapist, dance movement",Low,Elementary,Beginner,Intro to Science,-0.7790405102634719,-1.017458311235372,Material_40,Basic,0.4903632415874132,108.1516033870181,57.80284298078631
Anmol Sengupta,7,Female,India,Uttarakhand,Nagaon,Call centre manager,High,Elementary,Beginner,Reading Comprehension,-1.3738765285015473,-0.7341011329318535,Material_27,Basic,-1.55198927896044,74.41315822283273,48.164228643731214
Waida Bajaj,17,Female,India,Goa,Katni,Television floor manager,High,High,Advanced,Physics,0.3156155647885128,0.10225287399451732,Material_46,Hard,0.12760786299645244,102.15910095393107,75.5404503475911
Chaaya Golla,11,Female,India,Madhya Pradesh,Farrukhabad,Hydrologist,Low,Middle,Intermediate,Earth Science,-1.1642943716190561,0.94307126614792,Material_20,Medium,0.14950257025978045,102.5207884554558,51.56025968452471
Geetika Kuruvilla,8,Male,India,Nagaland,Meerut,Town planner,Medium,Elementary,Beginner,Reading Comprehension,0.04144810506211502,-1.0582963918009345,Material_35,Basic,0.0534181305733041,100.9335308361766,71.09789084035029
Amruta Dara,10,Male,India,Punjab,Rampur,IT technical support officer,High,Elementary,Beginner,Math Basics,-1.0892750257699666,0.705614874623384,Material_7,Basic,0.7719962441415338,112.80401256589396,52.77585948058165
Girik Bera,14,Female,India,Telangana,Gurgaon,"Doctor, general practice",Medium,Middle,Intermediate,Earth Science,0.005431129192067888,0.7215679876706654,Material_6,Medium,0.7219899307395193,111.97793810244904,70.51427833311395
Oni Vyas,13,Male,India,Madhya Pradesh,Chittoor,"Nurse, mental health",Medium,Middle,Intermediate,Algebra,1.0908674809540124,1.1034606974228494,Material_3,Medium,1.9620120317731118,132.46236340963222,88.10249098547243
Azad Golla,13,Male,India,Uttar Pradesh,Mirzapur,English as a foreign language teacher,Low,Middle,Intermediate,English Literature,-1.1058147224940162,-1.2545170381790087,Material_11,Medium,-2.4240732953160453,60.00685056127214,52.50785325182776
Dalaja Dixit,17,Female,India,Manipur,Akola,Field trials officer,Low,High,Advanced,Physics,0.8067955825083157,-0.27448840482557124,Material_37,Hard,0.6288362902906669,110.43909553804944,83.49944175986673
Vinaya Magar,17,Male,India,Sikkim,Shivpuri,Systems analyst,High,High,Advanced,Calculus,-0.9778894959047887,0.20590829807214414,Material_40,Hard,-0.24384653721091049,96.0228958736104,54.580730288975246
Rudra Kuruvilla,17,Female,India,Uttar Pradesh,Shahjahanpur,Operational investment banker,Medium,High,Advanced,Physics,-0.295193942357433,0.22969386160275396,Material_15,Hard,-0.6779645188030289,88.85152581414404,65.643004509955
